course_title,skills,difficulty,rating,course_url,duration_hrs,platform,category
TensorFlow on Google Cloud,"machine learning, python, build input data pipeline, tensorflow, keras",Intermediate,4.4,https://www.coursera.org/learn/intro-tensorflow?specialization=machine-learning-tensorflow-gcp,15.0,Coursera,Data Science
Functional Programming in Scala Capstone,"scala programming, parallel computing, apache spark, functional programming",Intermediate,4.4,https://www.coursera.org/learn/scala-capstone?specialization=scala,32.0,Coursera,Data Science
Data Science with R - Capstone Project,"data science, r programming, data visualization, linear regression, exploratory data analysis",Intermediate,4.4,https://www.coursera.org/learn/data-science-with-r-capstone-project?specialization=applied-data-science-r,26.0,Coursera,Data Science
Applied Data Science for Data Analysts,"data science, machine learning, databricks",Intermediate,4.4,https://www.coursera.org/learn/applied-data-science-for-data-analysts?specialization=data-science-with-databricks-for-data-analysts,16.0,Coursera,Data Science
Essential Design Principles for Tableau,"data analysis, tableau software, data virtualization, data visualization",Intermediate,4.4,https://www.coursera.org/learn/dataviz-design?specialization=data-visualization,12.0,Coursera,Data Science
Probability Theory: Foundation for Data Science,"probability, central limit theorem, continuous random variables, bayes' theorem, discrete random variables",Intermediate,4.4,https://www.coursera.org/learn/probability-theory-foundation-for-data-science?specialization=statistical-inference-for-data-science-applications,47.0,Coursera,Data Science
Fitting Statistical Models to Data with Python,"bayesian statistics, python, statistical model, statistical regression",Intermediate,4.4,https://www.coursera.org/learn/fitting-statistical-models-data-python?specialization=statistics-with-python,15.0,Coursera,Data Science
Introduction to Programming with Python and Java Specialization,"programming principles, python, java programming, data structure, computer programming, python tools, python syntax and semantics, data science, python libraries, data analysis, data visualization, java tools",Beginner,4.4,https://www.coursera.org/specializations/programming-python-java,80.0,Coursera,Computer Science
C Programming: Advanced Data Types - 5,"computer programming, c programming",Advanced,4.4,https://www.coursera.org/learn/c-programming-advanced-data-types?specialization=c-programming-linux,7.0,Coursera,Computer Science
Modern Data Warehouse Analytics in Microsoft Azure,"data visualization software, data warehousing, analytics, microsoft azure, data visualization",Intermediate,4.4,https://www.coursera.org/learn/data-warehouse-analytics-microsoft-azure?specialization=microsoft-azure-dp-900-data-fundamentals,4.0,Coursera,Information Technology
Introduction to Computer Vision and Image Processing,"deep learning, opencv, artificial intelligence, image processing, computer vision",Beginner,4.4,https://www.coursera.org/learn/introduction-computer-vision-watson-opencv,21.0,Coursera,Data Science
Introduction to Software Testing,"writing test plans, writing defect reports, understanding of testing theory, writing tests, testing vocabulary",Beginner,4.4,https://www.coursera.org/learn/introduction-software-testing?specialization=software-testing-automation,30.0,Coursera,Computer Science
"Execution, persistence, privilege escalation and evasion","persistence, python, privilege escalation and evasion, cybersecurity, execution",Intermediate,4.4,https://www.coursera.org/learn/execution-persistence-privilege-escalation-and-evasion?specialization=pythonforcybersecurity,4.0,Coursera,Information Technology
Applied AI with DeepLearning,"machine learning, deep learning, long short-term memory (istm), apache spark",Intermediate,4.4,https://www.coursera.org/learn/ai?specialization=advanced-data-science-ibm,25.0,Coursera,Data Science
The Art & Science of Product Management,"lead designers, lead engineers, technical pm interview, technical literacy, ai/ml",Intermediate,4.4,https://www.coursera.org/learn/pms-leading-design-engineering-ai-ml?specialization=real-world-product-management,9.0,Coursera,Computer Science
Mathematical Thinking in Computer Science,"mathematical induction, proof theory, discrete mathematics, mathematical logic",Intermediate,4.4,https://www.coursera.org/learn/what-is-a-proof?specialization=discrete-mathematics,41.0,Coursera,Computer Science
Introducción a la programación en Python I: Aprendiendo a programar con Python,"computer programming, python, list & label, programming language",Beginner,4.4,https://www.coursera.org/learn/aprendiendo-programar-python,17.0,Coursera,Computer Science
Data Science in Real Life,"statistics, data science, data analysis, data management",Intermediate,4.4,https://www.coursera.org/learn/real-life-data-science?specialization=executive-data-science,7.0,Coursera,Data Science
"Data Warehouse Concepts, Design, and Data Integration","extraction, transformation and loading (etl), pentaho, data integration, data warehouse",Intermediate,4.4,https://www.coursera.org/learn/dwdesign?specialization=data-warehousing,57.0,Coursera,Computer Science
Introduction to Java and Object-Oriented Programming,"java tools, unit testing, java programming, object-oriented programming (oop), java syntax",Beginner,4.3,https://www.coursera.org/learn/java-object-oriented-programming?specialization=programming-python-java,19.0,Coursera,Computer Science
Advanced Statistics for Data Science Specialization,"r programming, linear regression, statistical hypothesis testing, statistics, linear algebra, confidence interval, biostatistics",Advanced,4.3,https://www.coursera.org/specializations/advanced-statistics-data-science,100.0,Coursera,Math and Logic
Survey Data Collection and Analytics  Specialization,"data collection, cluster sampling, r programming, missing data, data quality, data analysis, data generating process",Intermediate,4.3,https://www.coursera.org/specializations/data-collection,160.0,Coursera,Data Science
Microsoft Azure Data Engineering Associate (DP-203) Professional Certificate,"develop for azure storage, develop azure compute solutions, connect to and consume azure services and third-party services, implement azure security, monitor and troubleshoot azure solutions",Advanced,4.3,https://www.coursera.org/professional-certificates/microsoft-azure-dp-203-data-engineering,104.0,Coursera,Data Science
Data Science Foundations: Statistical Inference Specialization,"inference, statistics, data science, probability, central limit theorem, continuous random variables, bayes' theorem, discrete random variables",Intermediate,4.3,https://www.coursera.org/specializations/statistical-inference-for-data-science-applications,80.0,Coursera,Data Science
"NoSQL, Big Data, and Spark Foundations Specialization","apache hadoop, mongodb, big data, apache spark, nosql databases, nosql, cloud database, cloudant, cassandra, sparksql, sparkml",Intermediate,4.3,https://www.coursera.org/specializations/nosql-big-data-and-spark-foundations,80.0,Coursera,Information Technology
Introduction to Big Data with Spark and Hadoop,"apache hadoop, sparksql, sparkml, big data, apache spark",Beginner,4.3,https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop?specialization=nosql-big-data-and-spark-foundations,12.0,Coursera,Information Technology
Machine Learning Data Lifecycle in Production ,"ml metadata, convolutional neural network, tensorflow extended (tfx), data validation, data transformation",Intermediate,4.3,https://www.coursera.org/learn/machine-learning-data-lifecycle-in-production,21.0,Coursera,Data Science
Graph Analytics for Big Data,"graph theory, neo4j, analytics, graph database",Intermediate,4.3,https://www.coursera.org/learn/big-data-graph-analytics?specialization=big-data,13.0,Coursera,Data Science
Natural Language Processing with Attention Models,"reformer models, neural machine translation, chatterbot, t5+bert models, attention models",Intermediate,4.3,https://www.coursera.org/learn/attention-models-in-nlp,35.0,Coursera,Data Science
Spring - Cloud Overview,"netflix oss, service discovery, microservices, spring cloud, load balancing",Intermediate,4.3,https://www.coursera.org/learn/spring-cloud-overview?specialization=spring-framework,9.0,Coursera,Computer Science
Mathematical Biostatistics Boot Camp 2,"statistics, statistical hypothesis testing, biostatistics",Intermediate,4.3,https://www.coursera.org/learn/biostatistics-2?specialization=advanced-statistics-data-science,11.0,Coursera,Data Science
